term,level1_candidate,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms
cincelador,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Cincelador de joyería | Cincelador orfebre | Artesano cincelador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,3,3,False,0.667,False,False,"Cincelador, cincelador"
elaborador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Elaborador de moldes de joyería | Elaborador artesanal de velas | Elaborador de arreglos florales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,5,3,3,False,1.0,False,False,Elaborador
engastador,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Engastador de piedras preciosas | Joyero engastador | Engastador de piedras semipreciosas y otros materiales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,2,2,False,0.667,False,False,"Engastador, engastador"
preciosas,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Engastador de piedras preciosas | Montador de piedras preciosas | Tallador de piedras preciosas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,4,1,1,False,0.0,False,False,preciosas
preciosos,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Grabador de metales preciosos | Taladrista de metales preciosos | Tallador de metales preciosos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,5,2,2,False,0.0,False,False,preciosos
joyero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Joyero | Joyero de reparación | Joyero engastador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,4,1,1,True,1.0,False,False,Joyero
taladrista,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Taladrista de metales preciosos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Taladrista
ceras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Tallador de ceras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,ceras
esmeraldas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Tallador de esmeraldas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,esmeraldas
tallista,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Tallista de piedras preciosas | Ebanista tallista | Tallista de madera,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,2,2,False,0.667,False,False,"Tallista, tallista"
trefilador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Trefilador de metales preciosos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Trefilador
orfebre,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Acabador orfebre | Artesano orfebre | Cincelador orfebre,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,8,1,1,False,0.5,False,False,"Orfebre, orfebre"
platero,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano platero | Orfebre platero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,platero
martillador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Martillador de metales preciosos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Martillador
nobles,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Orfebre de metales nobles,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,nobles
precioso,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Orfebre de objetos de metal precioso,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,precioso
orfebreria,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Repujador de tornero de orfebrería,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,orfebrería
bisuteria,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Ajustador operador de máquina para soldar bisutería | Operario de máquina para la fabricación de bisutería | Operario fabricación bisutería,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,1,1,False,0.0,False,False,bisutería
bisutero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Bisutero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Bisutero
semipreciosas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Engastador de piedras semipreciosas y otros materiales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,semipreciosas
fantasia,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Fabricante de joyería de fantasía a mano,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,fantasía
preforma,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de la preforma de cuero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,preforma
marroquinero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Artesano marroquinero | Marroquinero artesanal | Marroquinero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,3,2,2,True,0.667,False,False,"Marroquinero, marroquinero"
talabartero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Artesano talabartero | Talabartero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,0.5,False,False,"Talabartero, talabartero"
cartapesta,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano cartapesta,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,cartapesta
papelero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Papelero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Papelero
burilador,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano burilador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,burilador
bronce,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano del bronce,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,bronce
frutos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de los frutos secos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,frutos
totumo,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano del coco y el totumo,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,totumo
tagua,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano tagua,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,tagua
marfil,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Trabajador de marfil vegetal,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,marfil
liticos,7,review,"Aparece en el nombre oficial de una ocupación o grupo primario, pero funciona como especialidad o contexto y puede cruzar niveles.",0.74,Artesano tallador de materiales líticos | Artesano trabajo en materiales líticos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,2,1,1,False,0.0,True,False,líticos
arreglos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano arreglos florales (silletero) | Elaborador de arreglos florales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,arreglos
florales,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano arreglos florales (silletero) | Elaborador de arreglos florales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,florales
cerero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Artesano cerero | Cerero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,1,1,True,0.5,False,False,"Cerero, cerero"
cuerno,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de cuerno,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,cuerno
pezuna,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de pezuña,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,pezuña
silletas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de silletas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,silletas
mixtas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano de técnicas mixtas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,mixtas
reciclados,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano materiales reciclados,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,reciclados
reutilizados,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Artesano materiales reutilizados,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,reutilizados
telas,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Decorador de telas | Analista de calidad de telas | Analista telas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,7,2,2,False,0.0,False,False,telas
enmarcador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Enmarcador cuadros,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Enmarcador
cuadros,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Enmarcador cuadros,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,cuadros
munequero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Muñequero artesanal,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Muñequero
jabones,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de fabricación de jabones,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,jabones
plato,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Electricista de escenario y plató,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,plató
centrales,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Electricista ajustador de centrales eléctricas de regulación e instalaciones similares | Electricista ajustador o regulador de centrales eléctricas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,centrales
similares,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Electricista ajustador de centrales eléctricas de regulación e instalaciones similares,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,similares
aspiradoras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de aspiradoras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,aspiradoras
brilladoras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de brilladoras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,brilladoras
estufas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de estufas eléctricas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,estufas
inyectoras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Electromecánico de máquinas inyectoras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,inyectoras
escaneador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Escaneador equipo inalámbrico,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Escaneador
inalambrico,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Escaneador equipo inalámbrico,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,inalámbrico
ascensores,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Mecánico de mantenimiento de ascensores | Operario de mantenimiento de ascensores | Técnico de mantenimiento de ascensores,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,3,1,1,False,0.0,False,False,ascensores
dinamos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Mecánico electricista de dínamos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,dínamos
escaleras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de escaleras automáticas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,escaleras
automaticas,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Reparador de escaleras automáticas | Reparador de máquinas ventas automáticas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,2,2,2,False,0.0,False,False,automáticas
avionica,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Mecánico de mantenimiento de aeronaves especializado en aviónica | Técnico en aviónica,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,aviónica
tragamonedas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de máquinas tragamonedas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,tragamonedas
fotocopiadoras,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de mantenimiento de fotocopiadoras,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,fotocopiadoras
antenas,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Instalador de antenas | Instalador de antenas de radio | Instalador de antenas de televisión,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,5,1,2,False,0.0,False,False,antenas
telecomunicacion,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Instalador de sistemas de telecomunicación,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,telecomunicación
antena,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Mecánico de mantenimiento de servicio de antena satelital,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,antena
satelital,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Mecánico de mantenimiento de servicio de antena satelital,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,satelital
satelitales,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico de instalación y mantenimiento de servicios satelitales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,satelitales
inalambricas,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Técnico en instalación y mantenimiento de redes inalámbricas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,inalámbricas
conexiones,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Auxiliar técnico de conexiones | Operario de conexiones,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,conexiones
electronicista,7,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Electronicista de mantenimiento | Electronicista reparador de receptores de radio | Electronicista reparador de televisión,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",medium,5,1,1,False,0.6,False,False,"Electronicista, electronicista"
radiotelefono,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Instalador de radioteléfono,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,radioteléfono
telefonicos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de aparatos telefónicos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,telefónicos
periferico,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de computadores y equipo periférico,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,periférico
radiocomunicacion,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de equipo de radiocomunicación de aeronaves,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,radiocomunicación
telefonia,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Reparador de telefonía celular,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,telefonía
acecinador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Acecinador de carnes,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Acecinador
arreglador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Arreglador de carnes,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Arreglador
butifarrero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Butifarrero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Butifarrero
carnicero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Carnicero | Carnicero industrial | Carnicero matarife,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,5,1,1,True,0.8,False,False,"Carnicero, carnicero"
matarife,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Carnicero matarife | Matarife | Matarife carnicero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,3,1,1,True,0.667,False,False,"Matarife, matarife"
chacinero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Chacinero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Chacinero
jamones,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Curador de jamones | Preparador de jamones,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,jamones
desollador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Desollador de animales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Desollador
despostador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Despostador de carne,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Despostador
embutidor,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Embutidor de cárnicos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Embutidor
reses,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Lavador reses carnicería,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,reses
carniceria,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Lavador reses carnicería,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,carnicería
descabezado,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,"Operario de descabezado, pelado y desvenado","Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,descabezado
pelado,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,"Operario de descabezado, pelado y desvenado","Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,pelado
desvenado,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,"Operario de descabezado, pelado y desvenado","Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,desvenado
escamado,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de escamado,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,escamado
eviscerado,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de eviscerado,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,eviscerado
fileteo,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de fileteo y maquillaje,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,fileteo
camaron,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de recepción de peces y camarón | Procesador de camarón,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,2,1,1,False,0.0,False,False,camarón
sacrificio,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Operario de sacrificio,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,sacrificio
pelador,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Pelador de camarones | Pelador frutas procesamiento alimentos y bebidas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,2,2,2,False,1.0,False,False,Pelador
embutidos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Productor de embutidos artesanales,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,embutidos
puntillero,7,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Puntillero de mataderos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,False,1.0,False,False,Puntillero
mataderos,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Puntillero de mataderos,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,mataderos
jamon,7,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Salador de jamón,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,False,0.0,False,False,jamón
salazonero,7,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Salazonero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,True,1.0,False,False,Salazonero
