term,level1_candidate,id,count,levels,Pamela v1,Alex_v1,Andres,Alex_v2,Pamela v2,sum,manual_keep,decision,reason,confidence,notes_examples,level1_name,confidence_label,denomination_occurrences,primary_groups,occupations,standalone_title,first_token_ratio,in_official_occupation_name,in_official_primary_group_name,original_forms,semantic_keep,semantic_drop,semantic_review_flag,manual_keep_flag,semantic_keep_flag,agreed,high_conflict
piscicultor,6,4213,1,6,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Piscicultor,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,1,1,1,TRUE,1,FALSE,FALSE,Piscicultor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
piscinero,9,5852,1,9,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Piscinero,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Piscinero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
pizzero,7,5016,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Pizzero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Pizzero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
planchador,9,5847,1,9,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Planchador | Planchador a mano | Planchador doméstico,Ocupaciones elementales,high,4,1,1,TRUE,1,FALSE,FALSE,Planchador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
platillero,7,5044,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Platillero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Platillero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
plomero,7,4391,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Plomero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Plomero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
poeta,2,2214,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Poeta,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Poeta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
politologo,2,2086,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Politólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Politólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
pomologo,2,959,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Pomólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Pomólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
porcicultor,6,4148,1,6,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Porcicultor,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,1,1,1,TRUE,1,FALSE,FALSE,Porcicultor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
prensero,7,5045,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Prensero de panela,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Prensero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
profesor,2,1602,1,2,1,1,1,1,1,3,TRUE,review,"Puede funcionar como título ocupacional, pero aislado es polisémico o demasiado transversal; conviene revisar falsos positivos.",0.62,Profesor académico universitario | Profesor adjunto de universidad | Profesor de áreas teóricas de la música en educación superior,"Profesionales, científicos e intelectuales",low,232,11,12,FALSE,0.996,FALSE,FALSE,"Profesor, profesor",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
profesores,5,3986,1,5,0,1,0,1,0,1,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Colaborador de profesores,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,0,FALSE,FALSE,profesores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
pronosticador,2,781,1,2,1,0,0,0,1,1,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Pronosticador del tiempo,"Profesionales, científicos e intelectuales",high,1,1,1,FALSE,1,FALSE,FALSE,Pronosticador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
prostituta,5,3918,1,5,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Prostituta,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Prostituta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
prostodoncista,2,1522,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Odontólogo prostodoncista | Prostodoncista,"Profesionales, científicos e intelectuales",high,2,1,1,TRUE,0.5,FALSE,FALSE,"Prostodoncista, prostodoncista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psicoanalista,2,2088,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Psicoanalista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Psicoanalista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psicoeducador,2,2111,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Psicoeducador,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Psicoeducador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psicologico,2,2093,1,2,1,0,1,0,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Terapeuta psicológico,"Profesionales, científicos e intelectuales",low,1,1,1,FALSE,0,FALSE,FALSE,psicológico,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
psicologo,2,2089,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Psicólogo | Psicólogo clínico | Psicólogo comunitario,"Profesionales, científicos e intelectuales",high,14,1,1,TRUE,1,FALSE,FALSE,Psicólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psicometrista,2,2091,1,2,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Psicometrista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Psicometrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psicoterapeuta,2,2092,1,2,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Psicoterapeuta,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Psicoterapeuta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
psiquiatra,2,1453,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Psiquiatra,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Psiquiatra,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
publicista,2,1903,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Consultor publicista | Estratega publicista | Publicista,"Profesionales, científicos e intelectuales",high,4,1,1,TRUE,0.5,FALSE,FALSE,"Publicista, publicista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
pulimentador,7,4271,1,7,1,1,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Labrante pulimentador a máquina piedra,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,FALSE,0,FALSE,FALSE,pulimentador,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
quiropodista,2,1598,1,2,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Quiropodista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Quiropodista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
radioastronomo,2,774,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Radioastrónomo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Radioastrónomo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
radiodifusor,2,2494,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Radiodifusor,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Radiodifusor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
radiografo,3,2691,1,3,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Radiógrafo industrial | Radiógrafo | Radiógrafo de diagnóstico médico,Técnicos y profesionales de nivel medio,high,3,2,2,TRUE,1,FALSE,FALSE,Radiógrafo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
radionavegante,3,3616,1,3,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Radionavegante,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Radionavegante,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
radiotelefonista,3,3617,1,3,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Radiotelefonista de estaciones terrestres,Técnicos y profesionales de nivel medio,high,1,1,1,FALSE,1,FALSE,FALSE,Radiotelefonista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
recadero,9,5987,1,9,0,1,0,1,0,1,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Recadero,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Recadero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
recepcionista,4,3627,1,4,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Secretario recepcionista | Auxiliar recepcionista de hotel | Recepcionista alojamiento,Personal de apoyo administrativo,high,12,4,4,TRUE,0.75,FALSE,FALSE,"Recepcionista, recepcionista",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
reciclador,9,5995,1,9,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Cartonero reciclador | Reciclador,Ocupaciones elementales,high,2,2,2,TRUE,0.5,FALSE,FALSE,"Reciclador, reciclador",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
recluta,0,60,1,0,1,0,1,0,1,2,TRUE,keep,Término inequívoco del dominio del nivel y respaldado por denominaciones CUOC del archivo fuente.,0.96,Soldado recluta,Ocupaciones de las fuerzas militares,high,1,1,1,FALSE,0,FALSE,FALSE,recluta,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
reflexologo,3,3120,1,3,0,0,1,0,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Reflexólogo,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Reflexólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
relojero,7,4655,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Relojero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Relojero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
remachador,7,4487,1,7,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Remachador | Remachador de estructuras metálicas | Remachador de martillo neumático,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,3,1,1,TRUE,1,FALSE,FALSE,Remachador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
remendero,7,5173,1,7,1,1,0,1,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Zapatero remendero,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",low,1,1,1,FALSE,0,FALSE,FALSE,remendero,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
remolcador,8,5822,1,8,1,1,1,1,1,3,TRUE,review,"Término técnico o sectorial repetido, pero funciona como especialidad, objeto, proceso o contexto y puede cruzar niveles.",0.68,Timonel remolcador | Operador de remolcador,Operadores de instalaciones y máquinas y ensambladores,medium,2,1,2,FALSE,0,FALSE,FALSE,remolcador,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
renderizador,3,2685,1,3,0,0,1,0,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Renderizador gráfico,Técnicos y profesionales de nivel medio,high,1,1,1,FALSE,1,FALSE,FALSE,Renderizador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
reologista,2,775,1,2,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Reologista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Reologista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
reologo,2,776,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Reólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Reólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
repentista,2,2377,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Repentista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Repentista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
reumatologo,2,1454,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Reumatólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Reumatólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
revocador,7,4363,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Revocador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Revocador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
rinologo,2,1455,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Rinólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Rinólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sacristan,5,3868,1,5,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sacristán,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Sacristán,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
salubrista,2,1541,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Salubrista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Salubrista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
salvacionista,3,3421,1,3,0,0,1,0,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Salvacionista,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Salvacionista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sastre,7,5125,1,7,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Sastre | Sastre de confección | Sastre de confección sobre medidas,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,4,1,1,TRUE,1,FALSE,FALSE,Sastre,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
satinador,8,5600,1,8,0,1,0,1,0,1,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Satinador calandrador papel,Operadores de instalaciones y máquinas y ensambladores,high,1,1,1,FALSE,1,FALSE,FALSE,Satinador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
saxofonista,2,2338,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Saxofonista,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Saxofonista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
secretaria,4,3628,1,4,1,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Secretaria,Personal de apoyo administrativo,high,1,1,1,TRUE,1,FALSE,FALSE,Secretaria,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
semasiologo,2,2269,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Semasiólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Semasiólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
seminarista,3,3422,1,3,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Seminarista,Técnicos y profesionales de nivel medio,high,1,1,1,TRUE,1,FALSE,FALSE,Seminarista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sepulturero,9,5921,1,9,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sepulturero,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Sepulturero,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sericultor,6,4169,1,6,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sericultor,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",high,1,1,1,TRUE,1,FALSE,FALSE,Sericultor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
servidumbre,5,3865,1,5,1,1,0,1,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Jefe de personal de servidumbre,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,0,FALSE,FALSE,servidumbre,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
sigilografo,2,2079,1,2,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sigilógrafo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Sigilógrafo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sirviente,9,5837,1,9,1,1,0,1,1,2,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sirviente,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Sirviente,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sismologo,2,838,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sismólogo,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Sismólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sobador,7,5158,1,7,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sobador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,TRUE,1,FALSE,FALSE,Sobador,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sobrecargo,5,3781,1,5,1,1,0,1,1,2,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Jefe de sobrecargo en barco | Sobrecargo barco | Sobrecargo de aerolínea,Trabajadores de los servicios y vendedores de comercios y mercados,high,5,1,1,FALSE,0.8,FALSE,FALSE,"Sobrecargo, sobrecargo",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sobrecargos,5,3777,1,5,1,1,0,1,1,2,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Auxiliar vuelo y sobrecargos,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,0,FALSE,FALSE,sobrecargos,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
sociologo,2,2080,1,2,1,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Sociólogo | Sociólogo de educación | Sociólogo de política,"Profesionales, científicos e intelectuales",high,5,1,1,TRUE,1,FALSE,FALSE,Sociólogo,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
soldado,0,57,1,0,1,0,1,0,1,2,TRUE,keep,Término inequívoco del dominio del nivel y respaldado por denominaciones CUOC del archivo fuente.,0.96,Soldado | Soldado bachiller | Soldado campesino,Ocupaciones de las fuerzas militares,high,13,1,1,TRUE,1,FALSE,FALSE,Soldado,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
soldadores,3,2788,1,3,1,0,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Supervisor de soldadores,Técnicos y profesionales de nivel medio,low,1,1,1,FALSE,0,FALSE,FALSE,soldadores,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
somelier,5,3817,1,5,0,1,1,1,1,3,TRUE,review,Aparece en un contexto CUOC limitado y no como núcleo del cargo; falta evidencia para mantenerlo o descartarlo automáticamente.,0.55,Experto en vinos - somelier,Trabajadores de los servicios y vendedores de comercios y mercados,low,1,1,1,FALSE,0,FALSE,FALSE,somelier,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
sommelier,5,3821,1,5,0,1,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Sommelier,Trabajadores de los servicios y vendedores de comercios y mercados,high,1,1,1,TRUE,1,FALSE,FALSE,Sommelier,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sonidista,3,3590,1,3,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.95,Sonidista de auditorio | Sonidista,Técnicos y profesionales de nivel medio,high,2,1,2,TRUE,1,FALSE,FALSE,Sonidista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
sopletista,7,4474,1,7,0,0,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.88,Sopletista soldador,"Oficiales, operarios, artesanos y trabajadores de ocupaciones afines",high,1,1,1,FALSE,1,FALSE,FALSE,Sopletista,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
soprano,2,2340,1,2,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Soprano,"Profesionales, científicos e intelectuales",high,1,1,1,TRUE,1,FALSE,FALSE,Soprano,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
steward,9,5980,1,9,0,0,1,1,1,3,TRUE,keep,Título ocupacional explícito: aparece como denominación independiente y/o como núcleo inicial del cargo.,0.91,Steward,Ocupaciones elementales,high,1,1,1,TRUE,1,FALSE,FALSE,Steward,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
subdirector,1,339,1,1,1,1,1,1,1,3,TRUE,keep,Término inequívoco del dominio del nivel y respaldado por denominaciones CUOC del archivo fuente.,0.96,Subdirector administrativo | Subdirector científico | Subdirector de diseño,Directores y gerentes,high,7,6,6,FALSE,1,FALSE,FALSE,Subdirector,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
subgerente,1,275,1,1,1,1,1,1,1,3,TRUE,keep,Término inequívoco del dominio del nivel y respaldado por denominaciones CUOC del archivo fuente.,0.96,Subgerente administrativo y financiero | Subgerente financiero | Subgerente comercial de banca personal,Directores y gerentes,high,9,5,6,FALSE,1,FALSE,FALSE,Subgerente,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
surtidor,9,5944,1,9,1,1,1,1,1,3,TRUE,keep,Núcleo de cargo: encabeza denominaciones CUOC del nivel y tiene forma de título ocupacional.,0.93,Surtidor de tejido | Surtidor de abarrotes | Surtidor de comestibles,Ocupaciones elementales,high,8,3,3,FALSE,1,FALSE,FALSE,Surtidor,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
