CuocCode,Level1,Descripcion,Nombre,Primario
61300,6,"Planifican, organizan y llevan a cabo actividades relacionadas con cultivos, cosechas, reproducción, cría y cuidado de animales con el fin de obtener productos agropecuarios para la venta en mercados o entrega a compradores u organismos de comercialización; así como el mantenimiento de instalaciones, maquinaria, equipos y herramientas. Se pueden desempeñar en hatos, fincas, granjas, haciendas, entre otros.",Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado,6130
62101,6,"Organizan y llevan a cabo actividades necesarias para talar, derribar y trozar árboles, al igual que la operación de equipos de arrastre, bandas transportadoras y deslizadores para mover o apilar árboles talados desde los sitios de explotación al área de procesamiento y transporte. Se pueden desempeñar en aserraderos, compañías explotadoras de madera, entre otros.",Trabajadores calificados de explotación forestal,6210
62102,6,"Planifican, organizan y llevan a cabo funciones relacionadas con la reforestación, manejo, mejoramiento y conservación de bosques y reservas naturales. Se pueden desempeñar en compañías explotadoras de madera, gobierno, entre otros.",Trabajadores de silvicultura y forestación,6210
62211,6,"Programan y controlan actividades dedicadas a la reproducción, cría y lévate de peces, crustáceos, moluscos y otras especies de vida acuática, para la producción, comercialización o liberación. Se pueden desempeñar en plantas acuícolas, entre otros.",Productores de acuicultura,6221
62212,6,"Apoyan y realizan la siembra, transferencia, alimentación, cuidado, seguimiento, cosecha y producción de especies acuáticas, verificando el cumplimiento de normas y especificaciones técnicas establecidas para la venta en mercados o entrega a compradores u organismos de comercialización. Se pueden desempeñar en criaderos de peces comerciales, entidades de fomento, entre otros.",Trabajadores acuícolas calificados,6221
62221,6,"Dirigen y operan embarcaciones pesqueras, marítimas y fluviales para la captura de peces y otras especies de vida acuática en aguas dulces o costeras, para la venta en mercados o entrega a compradores u organismos de comercialización. Se pueden desempeñar en empresas de pesca comercial, barcos pesqueros, entre otros.",Capitanes y patrones de pesca de aguas dulces y costeras,6222
62222,6,"Realizan y asisten labores de mantenimiento en embarcaciones que capturan peces o recogen especies acuáticas en aguas dulces o costeras para la venta en mercados o entrega a compradores u organismos de comercialización. Se pueden desempeñar en empresas de pesca comercial, barcos pesqueros, entre otros.",Pescadores de aguas dulces y costeras,6222
62231,6,"Dirigen operaciones en buques que capturan peces o recogen otras especies de vida acuática en aguas profundas o alta mar para la venta en mercados o entrega a compradores u organismos de comercialización. Se pueden desempeñar en compañías pesqueras, buques, entre otros.",Capitanes y patrones de pesca de alta mar,6223
62232,6,"Realizan labores relacionadas con la pesca en altamar como preparar y reparar redes, sedales, anzuelos, avíos de pesca, entre otros, además de asistir labores de mantenimiento en buques pesqueros. Se pueden desempeñar en compañías pesqueras, buques, entre otros.",Pescadores de alta mar,6223
62240,6,"Capturan y abaten mamíferos, aves o reptiles con el fin de obtener su carne, piel, plumas y otros productos para la venta en mercados o entrega a compradores u organismos de comercialización. Se pueden desempeñar en compañías de cacería, entro otros, entre otros.",Cazadores y tramperos,6224
63100,6,"Cultivan y cosechan hortalizas, plantas, árboles y arbustos con el fin de obtener alimentos, vivienda y en algunos casos generar un nivel mínimo de ingresos en efectivo para ellos y sus familias. Se pueden desempeñar en bosques, granjas, entre otros.",Trabajadores agrícolas de subsistencia,6310
63200,6,"Reproducen, crían y cuidan ganado con el fin de obtener alimentos, vivienda y en algunos casos generar un nivel mínimo de ingresos en efectivo para ellos y sus familias. Se pueden desempeñar en granjas, fincas, entre otros.",Trabajadores pecuarios de subsistencia,6320
63300,6,"Realizan actividades de cultivo, cosecha, cría y cuidado de animales con el fin de obtener alimentos, vivienda y generar en algunos casos un nivel mínimo de ingresos en efectivo para ellos y sus familias. Se pueden desempeñar en granjas, fincas, entre otros.",Trabajadores agropecuarios de subsistencia,6330
63400,6,"Recogen agua, leña, frutos y plantas silvestres tanto medicinales como de otra índole, cazan y atrapan animales o diversas especies acuáticas con el fin de obtener alimentos, vivienda y en algunos casos generar un nivel mínimo de ingresos en efectivo para ellos y sus familias. Se pueden desempeñar en granjas, bosques, entre otros.","Pescadores, cazadores, tramperos y recolectores de subsistencia",6340
71110,7,"Construyen, mantienen y reparan viviendas y pequeñas edificaciones afines utilizando técnicas y materiales tanto tradicionales como modernos. Se pueden desempeñar en empresas constructoras, contratos con particulares, entre otros.",Constructores de casas,7111
71120,7,"Construyen y reparan edificaciones utilizando materiales tradicionales y modernos, levantan y reparan muros, pilares, tabiques, arcos, dinteles con ladrillos, piedras y bloques de cemento, superficies de hormigón, cimientos y estructuras en concreto reforzado, cubiertas y acabados en general de acuerdo con planos y especificaciones, realizan tareas complementarias a las obras de construcción como cerramientos, campamentos, excavaciones y armado de andamios, realizan tareas propias de la construcción. Se pueden desempeñar en compañías constructoras, entre otros.",Albañiles y oficiales de construcción,7112
71130,7,"Cortan y dan forma a bloques y losas de piedra dura y blanda que se destinan a la construcción y el mantenimiento de estructuras de mampostería de piedra; graban diseños y figuras en la piedra para monumentos y otros fines, operan máquinas para cortar, labrar y pulir piedra. Se pueden desempeñar en empresas fabricantes de productos de piedra, entre otros.","Labrantes, tronzadores y grabadores de piedra",7113
71140,7,"Construyen estructuras con cemento, hormigón o concreto armado, preparan encofrados para vaciar el hormigón, dan el acabado y reparan superficies de cemento y hormigón; cementan paredes y revestimientos; refuerzan y reparan superficies de cemento y llevan a cabo trabajos de terrazo. Se pueden desempeñar en compañías constructoras, y fabricantes de prefabricados de concreto, entre otros.","Operarios en cemento armado, enfoscadores y afines",7114
71150,7,"Cortan, moldean, montan, erigen, construyen, reparan y mantienen diversas clases de estructuras, armazones y piezas de madera y otros materiales como el aluminio y PVC empleando herramientas de mano y mecánicas. Se pueden desempeñar en empresas constructoras, departamentos de mantenimiento de fábricas, plantas, entre otros.",Carpinteros de armar y de obra blanca,7115
71190,7,"Esta ocupación abarca a Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otras ocupaciones en el Subgrupo 712 Oficiales y operarios de la construcción de trabajos de acabado y afines. Por ejemplo, incluye aquellos que desempeñan diversas labores relacionadas con la construcción como: levantamiento y replanteo de andamios, apuntalamiento de las estructuras, demolición de edificaciones, mantenimiento en alturas y demás funciones. Se pueden desempeñar en compañías constructoras, entre otros.",Oficiales y operarios de la construcción de obra gruesa y afines no clasificados en otras ocupaciones,7119
71210,7,"Instalan, mantienen y reparan azoteas y tejados de edificaciones empleando una o varias clases de materiales. Se pueden desempeñar en empresas constructoras, entre otros.",Techadores,7121
71221,7,"Instalan, mantienen y reparan suelos de baldosas, cerámica, porcelanato, azulejo, entre otros, para decoración u otros propósitos. Se pueden desempeñar en compañías constructoras, entre otros.",Enchapadores,7122
71222,7,"Instalan, mantienen y reparan suelos de alfombra, pisos de madera, linóleo, vinilos, y otros materiales en edificaciones residenciales, industriales y comerciales, para decoración u otros propósitos. Se pueden desempeñar en compañías constructoras, entre otros.",Instaladores de pisos,7122
71230,7,"Revisten y enlucen muros y techos de las edificaciones; aplican recubrimientos de yeso y materiales similares para los interiores, exteriores de las estructuras, paneles de yeso y otros materiales; decoran con adornos de estuco. Se pueden desempeñar en compañías de construcción, entre otros.",Revocadores,7123
71240,7,"Instalan y reparan material aislante, térmico y de insonorización en calderas, tuberías, instalaciones de ventilación, refrigeración y calefacción en paredes, pisos y techos de edificaciones y otras estructuras para prevenir el paso del frío, calor, sonido o fuego. Se pueden desempeñar en compañías constructoras, entre otros.",Instaladores de material aislante y de insonorización,7124
71250,7,"Miden, cortan, montan e instalan vidrios, cristales y espejos en residencias, edificios comerciales e industriales y a otras estructuras; en vehículos, muebles y otros productos. Se pueden desempeñar en empresas constructoras, vidrierías, entre otros.",Cristaleros y vidrieros,7125
71261,7,"Instalan, reparan, ajustan y mantienen tuberías, equipos, accesorios y piezas de plomería utilizados en la distribución de agua, sistemas de desagüe, calefacción, refrigeración, ventilación, entre otros, para construcciones residenciales, comerciales e industriales. Se pueden desempeñar en departamentos de mantenimiento de fábricas, plantas y establecimientos similares, entre otros.",Fontaneros y plomeros,7126
71262,7,"Instalan, mantienen y reparan redes y sistemas de tuberías para la conducción de agua, agentes químicos, espuma y dióxido de carbono para la extinción de incendios en instalaciones residenciales, comerciales e industriales. Se pueden desempeñar en departamentos de mantenimiento, fábricas, plantas y establecimientos de sistemas de extinción, entre otros.",Instaladores de tuberías para sistemas de extinción de incendios,7126
71263,7,"Instalan, verifican, reparan, ajustan, mantienen y ponen en funcionamiento redes de suministro de gas, accesorios y artefactos de la red en residencias y establecimientos especiales, comerciales e industriales, realizan procesos de gasificación y puesta en servicio de sistemas de suministro de gas. Se pueden desempeñar en empresas distribuidoras de gases combustibles o medicinales e industriales, constructoras, entre otros.",Instaladores de redes y equipos a gas,7126
71264,7,"Realizan instalaciones, mantenimiento preventivo y correctivo de equipos, redes de abastecimiento y distribución de agua y gas en la parte exterior y subterránea de la tubería maestra. Se pueden desempeñar en plantas de tratamiento de agua y compañías distribuidores de gas, entre otros.",Operarios de mantenimiento de redes de abastecimiento de agua y gas,7126
71270,7,"Instalan, ensamblan, mantienen y reparan los sistemas o equipos de climatización (aire acondicionado, calefacción y/o ventilación) y refrigeración en residencias, establecimientos comerciales e industriales. Se pueden desempeñar en establecimientos que prestan este tipo de servicios, entre otros.",Mecánicos montadores de aire acondicionado y refrigeración,7127
71310,7,"Preparan las superficies y cubiertas de edificaciones y otras estructuras para aplicar pintura, instalar papel de colgadura y otros materiales protectores y decorativos para dar acabados a superficies interiores, exteriores y techos de edificaciones y otras estructuras. Se pueden desempeñar en compañías constructoras, entre otros.",Pintores y empapeladores,7131
71320,7,"Utilizan lijas, brochas y equipos rociadores de pintura y barnizado para aplicar revestimientos de protección sobre artículos manufacturados o diferentes superficies y estructuras metálicas y no metálicas; dan el acabado a productos y vehículos de conformidad con colores y especificaciones. Se pueden desempeñar en empresas manufactureras, fábricas, talleres de pintura automotriz, entre otros.",Barnizadores y afines,7132
71330,7,"Lavan y limpian los exteriores de edificaciones, chimeneas y otras estructuras de edificaciones residenciales, comerciales e industriales. Se pueden desempeñar en compañías de servicios de limpieza especializada, entre otros.",Limpiadores de fachadas y deshollinadores,7133
72110,7,"Fabrican moldes y machos para vaciar metal fundido y operan hornos en la industria de fundición. Se pueden desempeñar en empresas de fundición, talleres industriales, empresas fabricantes de productos metálicos, entre otros.","Operarios de fundición, moldeadores y macheros",7211
72120,7,"Soldan y cortan piezas de metal utilizando maquinarias que producen unas llamas de gas, un arco eléctrico y otras fuentes de calor que les permite fundir, cortar y soldar el metal. Se pueden desempeñar en compañías que fabrican estructuras metálicas, recipientes a presión, calderas, maquinaria pesada y barcos, talleres de soldadura y otros establecimientos industriales, entre otros.",Soldadores y oxicortadores,7212
72131,7,"Fabrican, ensamblan, instalan y reparan productos en metales como: acero, aluminio, cobre, estaño, latón, zinc, entre otros. Se pueden desempeñar en industrias o talleres de fabricación de productos en lámina de metal, calderas, compañías constructoras de barcos y establecimientos industriales, entre otros.",Chapistas y caldereros,7213
72132,7,"Reparan y restauran partes averiadas de la carrocería, partes estructurales e interiores del vehículo. Se pueden desempeñar en concesionarios, talleres de reparación de carrocerías de vehículos, ensambladoras, entre otros.",Latoneros,7213
72140,7,"Fabrican, ensamblan, montan y desmontan piezas, elementos y estructuras metálicas de edificios y otras estructuras. Se pueden desempeñar en empresas de fabricación de estructuras metálicas, entre otros.",Montadores de estructuras metálicas,7214
72151,7,"Montan equipo para mover y posicionar equipos, componentes estructurales, carga y descarga de materiales; inspeccionan aparejos y demás elementos del izaje. Se pueden desempeñar en empresas públicas y privadas, constructoras, compañías transportadoras de carga, agencias y líneas marítimas, entre otros.",Aparejadores,7215
72152,7,"Instalan, empalman y mantienen los cables, cuerdas y alambres en sistemas de distribución y transmisión de energía eléctrica, aérea y subterránea que se utilizan en obras de construcción, edificios y otras estructuras. Se pueden desempeñar en compañías de generación, transmisión y distribución de energía, empresas de servicios públicos, entre otros.",Instaladores y empalmadores de cables,7215
72210,7,"Forjan y curvan barras, varillas, lingotes y chapas de hierro, acero u otro metal para fabricar herramientas, piezas de maquinaria, accesorios ornamentales, puertas, ventanas y otras estructuras; elaboran el diseño ornamental y unen las partes con diferentes medios. Se pueden desempeñar en fábricas de productos de metal, industrias de maquinarias, entre otros.",Herreros y forjadores,7221
72220,7,"Fabrican y reparan herramientas hechas a medida y herramientas especiales, así como armas de uso deportivo, cerraduras, modelos, matrices, troqueles, componentes de maquinarias y otras piezas de metal utilizando herramientas de uso manual y mecánicas con gran precisión. Se pueden desempeñar en industrias manufactureras, cerrajerías, talleres industriales, fabricantes de herramientas y troqueles, entre otros.",Herramentistas y afines,7222
72230,7,"Regulan y operan una variedad de máquinas y herramientas convencionales semiautomáticas o automáticas que cortan y pulen partes o productos de metal o materiales similares con dimensiones precisas, cumpliendo la normativa de seguridad y medio ambiente. Inspeccionan las partes o piezas mecanizadas para mantener estándares de control de calidad. Se pueden desempeñar en empresas metalmecánicas, compañías fabricantes de maquinaria, equipos mecánicos, motores para vehículos, partes para carros, motocicletas y aeronaves, entre otros.",Ajustadores y operadores de máquinas herramientas,7223
72240,7,"Pulen, bruñen, desbastan y remueven excedentes de material sobrante en piezas fundidas, superficies y productos metálicos, así mismo, afilan herramientas que se emplean en el trabajo de metales, madera y otros usos de forma manual o con maquinaria. Se pueden desempeñar en fábricas de estructuras metálicas, de maquinaria pesada, talleres de fundición, empresas de fabricación de productos metálicos, entre otros.",Pulidores de metales y afiladores de herramientas,7224
72310,7,"Inspeccionan, diagnostican, reparan, prueban y dan mantenimiento a motores, partes, sistemas y componentes electromecánicos de automóviles, híbridos, buses, camiones y otros vehículos livianos de motor. Se pueden desempeñar en talleres de mecánica automotriz, talleres de servicio automotor, entre otros.",Mecánicos y reparadores de vehículos de motor,7231
72320,7,"Ajustan, mantienen, reparan y revisan sistemas y motores de aeronaves, ensamblan sistemas hidráulicos, neumáticos y estructurales; montan y sustituyen piezas; desmontan los motores para proceder a una revisión completa y ejecutan otros trabajos de mantenimiento como engrasar las piezas móviles y examinar los frenos. Se pueden desempeñar en empresas de mantenimiento, aeronáutica, aerolíneas y fuerzas armadas, entre otros.",Mecánicos y reparadores de sistemas y motores de aeronaves,7232
72331,7,"Instalan, ensamblan, montan, mantienen y reparan maquinaria industrial y equipo mecánico, con el fin de mejorar el funcionamiento de los activos industriales de acuerdo con condiciones técnicas de operación. Se pueden desempeñar en fábricas maquinaria industrial, plantas manufactureras, entre otros.",Mecánicos industriales,7233
72332,7,"Instalan, ajustan, ensamblan, montan, mantienen y reparan equipo móvil de labor pesada, utilizado en construcción, agricultura, minería y actividades similares. Se pueden desempeñar en empresas que poseen y operan equipo pesado, distribuidores y establecimientos que alquilan y prestan servicios de equipo pesado, entre otros.",Mecánicos de equipo pesado,7233
72333,7,"Asesoran el montaje en producción, brindan asistencia, ajustan, instalan y realizan mantenimientos preventivos y correctivos a los equipos y maquinaria de la industria textil, de confección, de cuero, de calzado y marroquinería. Se pueden desempeñar en empresas de fabricación textil, confección, cuero, calzado y marroquinería, entre otros.","Mecánicos de maquinaria textil, confección, cuero, calzado y marroquinería",7233
72334,7,"Apoyan a los oficiales y jefes en la operación, cuidado, mantenimiento, ajuste, instalación, reparación y mantenimiento de máquinas y equipo auxiliar a bordo de barcos y demás artefactos navales y fluviales. Se pueden desempeñar en compañías de transporte marítimo, entre otros.",Marineros de sala de máquinas,7233
72335,7,"Realizan actividades de apoyo en la automatización e instrumentación industrial relacionadas con alistamiento, mantenimiento e instalación de instrumentos de medición y control de procesos. Se pueden desempeñar en empresas de ingeniería, servicios, consultoría, procesos industriales, industrias de manufactura, centros de desarrollo tecnológico, entre otros.",Auxiliares en automatización e instrumentación industrial,7233
72340,7,"Reparan, mantienen, calibran o fabrican equipos mecánicos y afines de bicicletas, triciclos, cochecitos de niño, sillas de ruedas y medios de transporte no mecanizados similares. Se pueden desempeñar en bicicleterías, talleres de reparación y mantenimiento especializado, entre otros.",Reparadores de bicicletas y afines,7234
73110,7,"Fabrican, calibran, reparan, mantienen, ajustan e instalan relojes mecánicos de todo tipo; y otros instrumentos y aparatos de precisión que tengan aplicaciones náuticas, meteorológicas, ópticas y de otra índole, y los ajustan para su correcto funcionamiento. Se pueden desempeñar en empresas de ingeniería, servicios, consultoría, procesos industriales, industrias de manufactura, relojerías, entre otros.",Mecánicos y reparadores de instrumentos de precisión,7311
73120,7,"Construyen, ajustan, restauran y afinan instrumentos musicales teniendo en cuenta parámetros del comportamiento acústico según el tipo de instrumento, empleando herramientas manuales o mecánicas y técnicas estandarizadas o tradicionales de transformación de materias primas, ensamble y reparación. Por lo general se especializan en un tipo de instrumento: de cuerda, viento, percusión, lengüeta, entre otros. Se pueden desempeñar en talleres o fábricas de reparación y mantenimiento de instrumentos musicales, entre otros.",Fabricantes y afinadores de instrumentos musicales,7312
73140,7,"Identifican, preparan y formulan la pasta cerámica, adaptan herramientas y utensilios para elaborar piezas que pueden ser utilitarias, decorativas o artísticas, emplean técnicas de modelado manual y con ayuda de tornos y tornetas, reproducen piezas con moldes, pulen, y aplican diferentes técnicas de acabado a las piezas cerámicas, dan acabado a la cerámica con técnicas de vidriado, bruñido, mosaico o decoración con minerales, manejan curvas de temperatura y equipos de cocción cerámica para el horneado de sus piezas. Se pueden desempeñar en talleres u organizaciones, entre otros.",Alfareros y ceramistas (barro y arcilla),7314
73151,7,"Soplan, prensan, pulen y operan maquinaria de función simple para fabricar, moldear y acabar vidrio. Se pueden desempeñar en empresas productoras de vidrio, fabricantes de productos de vidrio, entre otros.","Operarios de fabricación, moldeo y acabado del vidrio",7315
73152,7,"Seleccionan, cortan, pulen, funden, soplan, decoran y ensamblan el vidrio mediante técnicas de soplado, vitrofusión, vitralería y mosaico, decorado con técnicas de grabado, talla o pintura (grisalla) para conformar piezas utilitarias, decorativas o artísticas. Emplean hornos, calderas y sopletes para procesos de soplado (a la caña y al soplete) y vitrofusión. Se pueden desempeñar en talleres, empresas artesanales u organizaciones, entre otros.",Artesanos trabajos en vidrio,7315
73160,7,"Decoran artículos de madera, metal, fibras textiles, vidrio, cerámica y otros materiales. Trazan y pintan letras, figuras, monogramas y diseños para confeccionar rótulos. Graban motivos ornamentales y florales en vidrio y otros artículos. Se pueden desempeñar en talleres, empresas productoras, entre otros.","Rotulistas, pintores decorativos y grabadores",7316
73211,7,"Realizan labores especializadas como pruebas de impresión, formato, acabados, despachos, revisión de calidad, inventario de archivo de planchas e insumos, al igual que otros procesos de impresión y de representación en medios visuales. Se pueden desempeñar en encuadernadoras, empresas comerciales de impresión, periódicos, revistas, departamentos de impresión y encuadernación, entre otros.",Pre-impresores y pre-prensistas de artes gráficas,7321
73212,7,"Preparan materiales necesarios para procesos de prensa, impresión y representación en medios visuales, teniendo en cuenta parámetros de control de calidad y órdenes de trabajo. Se pueden desempeñar en empresas de impresión comercial, periódicos, revistas, entre otros.",Tipógrafos,7321
73220,7,"Preparan, operan e Instalan diversos tipos de máquinas litográficas, flexográficas, de fotograbado, de impresión digital, Entre otros, para imprimir textos, ilustraciones, empaques, periódicos, impresiones de seguridad, diseños sobre papel, plástico, metal y otros materiales. Se pueden desempeñar en empresas de impresión comercial, periódicos, revistas, en empresas públicas y privadas que cuentan con departamentos de publicaciones, entre otros.",Impresores de artes gráficas,7322
73230,7,"Preparan, operan o atienden máquinas, equipo o unidades computarizadas que encuadernan y dan acabado al material impreso. Están incluidos los trabajadores que realizan las operaciones de acabado en industrias de fabricación de papel, de empaque, de cartón y laminación. Se pueden desempeñar en encuadernadoras, empresas comerciales de impresión, periódicos, revistas y otras empresas de publicaciones y establecimientos tanto del sector público como del privado con departamentos de impresión y encuadernación, entre otros.",Encuadernadores y afines,7323
73310,7,"Elaboran objetos artísticos, utilitarios y decorativos con la disposición ordenada de los hilos en diferentes combinaciones de urdimbre y trama sobre variados tipos de telares; desde los más sencillos marcos (telares verticales) hasta los más complejos como telares horizontales de dos, cuatro y hasta ocho marcos. Mediante el uso de técnicas manuales de tejido plano, obtienen telas tales como: paños, sedas y objetos utilitarios como chumbes, hamacas, mantas, fajas, cobijas, cortinas, individuales y manteles, entre otros, aplican diferentes acabados a los objetos elaborados según técnica de tejido o anudado. Se pueden desempeñar en talleres, empresas, entre otros.",Tejedores con telares,7331
73320,7,"Elaboran objetos utilitarios y decorativos con fibras animales, vegetales o sintéticas de manera manual ayudados con diferentes tipos de agujas y técnicas de tejido dentro de las que se encuentran: el tejido de punto o tricot, el ganchillo o crochet y el tejido con aguja de ojo, que para el caso y de acuerdo con la etnia, se elaboran diferentes tipos de puntadas y diseños. Mediante el ejercicio de esta función se obtienen mochilas, bolsos, guantes, prendas de vestir, gorros, ruanas y chales, entre otros. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros.",Tejedores con agujas,7332
73330,7,"Elaboran prendas de vestir y accesorios tejidos con diferentes materiales de origen natural y sintético; mediante el uso de técnicas de anudado, tejido con bolillo y tejido con navetas para la elaboración de encajes y piezas de pasamanería, tejido y ensartado con cuentas y mostacillas para la elaboración de accesorios. Embellecen las prendas o tejidos con el uso de hilos, cintas, lentejuelas, canutillos o pedrería, que son adheridos a la tela mediante técnicas de bordado y técnicas de calado de telas. Para el caso de los bordadores artesanales, se encuentra otra variedad en el oficio y es la técnica de aplicación de tela sobre tela con la superposición de telas y retazos de colores, evidente en la elaboración de molas indígenas, tapices, colchas, cojines, almohadones y algunos productos de lencería. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros.",Otros tejedores,7333
73410,7,"Utilizan fibras vegetales duras y semiduras para elaborar cestos, individuales, canastos, contenedores y muebles cuya técnica de elaboración requiere de la disposición ordenada de las fibras en urdimbre y trama o solo en urdimbre para la conformación de las piezas. Se pueden presentar diferentes técnicas de cestería en la elaboración de los productos; dentro de estas se encuentra la cestería tejida, cestería cosida, cestería por moldeo, cestería sobre base y dentro de ellas a su vez diferentes tipos de tejido que cambian de acuerdo con las características del material, a la comunidad que la teje y al contexto cultural desde donde se elaboran. En la conformación de muebles tejidos, los artesanos emplean materiales de soporte que son ensamblados de acuerdo con el comportamiento estructural del tejido y a la carga que van a soportar. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros.",Cesteros y mimbreros,7341
73420,7,"Transforman fibras vegetales que obtienen de las cortezas, los tallos y las hojas de las plantas y que son dispuestas en paños, tiras e hilos para ser tejidas a mano en cintas o dispuestas mediante técnicas de tejido en la elaboración total de un sombrero. Utilizan herramientas manuales, máquinas simples o máquinas con motor como: agujas de ripiado y de costura, cuchillos, tijeras, rayadores, tarjas tipo compás, hornos para estufado o blanqueado, mazos, hormas y máquinas de costura en los casos de los sombreros tejidos a partir de cintas. Algunos de los artesanos aplican procesos de tinturado a las fibras con pigmentos naturales obtenidos de las plantas o con colorantes industriales. Se pueden desempeñar en talleres, empresas u organizaciones artesanales, entre otros.",Sombrereros artesanales,7342
73510,7,"Elaboran y dan acabado a productos artesanales de madera con la ayuda de técnicas de talla, calado y ensamble, para elaborar de forma manual piezas utilitarias y decorativas como tallas escultóricas figurativas, objetos de uso ceremonial, bancos, bastones, bateas, máscaras, arte religioso, frisos, cabezales de mobiliario y otras piezas artesanales. Se pueden desempeñar en talleres de madera, carpinterías, entre otros.",Talladores de piezas artesanales de madera,7351
73520,7,"Embellecen y dan acabado a piezas de madera talladas, torneadas o elaboradas mediante procesos de ebanistería, utilizando técnicas de decorado superficial como barniz de pasto, enchape con fibras vegetales, chapillas de madera, laminillas de oro y plata, al igual que decorados con técnicas pictóricas y decorados incrustados dentro del cuerpo de la pieza artesanal. Se pueden desempeñar en talleres de madera, carpinterías, entre otros.",Decoradores de piezas artesanales en madera,7352
73610,7,"Diseñan, modelan y realizan prototipos en software 3D y/o manualmente para transformar los metales y gemas, funden y transforman metales, ensamblan, reparan, restauran y avalúan joyas con la ayuda de procesos manuales e industriales, mecánicos, electroquímicos, térmicos de observación y evaluación. Realizan procedimientos de afinación, aleación, fundición, microfundición, laminado, trefilado, troquelado, recocido, corte, soldadura, armado, repujado, engastado de materiales naturales, sintéticos y compuestos y avalúan las joyas. Se pueden desempeñar en joyerías, relojerías, entre otros.",Joyeros,7361
73620,7,"Cortan, funden, ensamblan y transforman metales preciosos, no ferrosos y otros metales para elaborar piezas utilitarias como juegos de té y café, bandejas, jarras, salseras, candelabros, marcos de espejos, portarretratos, figuras, trofeos y elementos de culto como cruces, cálices, custodias, copones, vinajeras, vineras, platos y otros, aplicando procesos mecánicos y térmicos. Se pueden desempeñar en talleres de orfebrería, entre otros.",Orfebres y plateros,7362
73630,7,"Elaboran pulseras, anillos, collares, broches y demás, con la aplicación de técnicas de joyería, ensamble, técnicas mixtas afines y el uso de metales no preciosos y no ferrosos como el cobre, bronce, zinc, alpaca, níquel, cobalto, aluminio y acero, los cuales combinan en diferentes grados de aleación, y los procesan mediante fundición, forja, recorte, hilado, laminado, grabado, soldado, modelado, doblado, repujado y cincelado o retorcido de hilos de metal que complementan con engaste de piedras semipreciosas y otros materiales como hueso, conchas, carey y coco. Se pueden desempeñar en talleres de bisutería, empresas manufactureras, entre otros.",Bisuteros,7363
73700,7,"Transforman el cuero de curtición vegetal, mixta o al cromo, con técnicas manuales y con ayuda de equipos, herramientas y utensilios adaptados en procesos de corte, desbaste, preformado, prearmado y entintado de bordes, además de emplear técnicas de decorado y acabado artístico en artículos de cuero. Se pueden desempeñar en talleres artesanales de cuero, marroquinerías, entre otros.",Artesanos del cuero,7370
73910,7,"Elaboran máscaras, títeres, lámparas, objetos utilitarios de escritorio, agendas, hojas de papel, cartones, empaques y tarjetas, por medio de la implementación de técnicas tales como papel maché, cartapesta y conformación de papeles y cartones artesanales, a partir de materiales reciclados y de fibras vegetales. Se pueden desempeñar en talleres artesanales, empresas de elaboración artículos en papel, entre otros.",Artesanos de papel,7391
73920,7,"Diseñan, cortan, modelan, moldean, ensamblan y conforman piezas utilitarias, decorativas o artísticas a partir de la transformación del metal en barra o en láminas con el uso de técnicas de modelado en frío, caliente y soldadura. Se pueden desempeñar en talleres de artesanías en metal, entre otros.",Artesanos del hierro y otros metales,7392
73930,7,"Elaboran objetos a partir del procesamiento de hilos de origen vegetal extraídos de hojas, tallos, cortezas y raíces, al igual que la identificación, recolección, selección y procesamiento de semillas y cortezas vegetales algunas veces mezcladas con madera u otros materiales para elaborar bandejas, centros de mesa, cucharas, pasaboqueros, individuales, muñequería, lámparas y accesorios tales como bolsos, collares, pulseras o anillos y demás. Se pueden desempeñar en talleres de tejido artesanal, entre otros.",Artesanos de las semillas y cortezas vegetales,7393
73991,7,"Identifican, seleccionan, cortan y disponen bloques de piedra, carbón mineral o sal de roca, con la ayuda de herramientas manuales, electro manuales y neumáticas, para elaborar modelos a escala, piezas utilitarias, decorativas o artísticas, bajo la implementación de técnicas de tallaje, cincelado, pulimento, grabado y/o ensamble. Se pueden desempeñar en talleres líticos, empresas de manufacturas, entre otros.",Artesanos trabajos en materiales líticos,7399
73999,7,"Elaboran objetos utilitarios o decorativos en otros materiales de origen natural o sintético tales como cacho, pezuña, tela, parafina, jabón, porcelanicrom, empleando técnicas de corte, afieltrado, modelado, moldeado, costura y ensamble. Se pueden desempeñar en talleres artesanales, empresa de manufactura, entre otros.",Artesanos de otros materiales no clasificados en otras ocupaciones,7399
74111,7,"Instalan, prueban, regulan y reparan sistemas de cableado eléctrico, aparatos de control, accesorios afines y equipos relacionados en edificios, fábricas y otras instalaciones. Se pueden desempeñar en departamentos de mantenimiento, constructoras, compañías de generación, transmisión y distribución de energía eléctrica, entre otros.","Electricistas de obra, residenciales y afines",7411
74112,7,"Ayudan a los trabajadores que realizan labores de instalación, mantenimiento y reparación de equipos, accesorios y estructuras eléctricas tales como: redes eléctricas, subestaciones, transformadores y tableros eléctricos. Se pueden desempeñar en empresas manufactureras, talleres de mantenimiento eléctrico, entre otros.",Ayudantes electricistas,7411
